4	5.684
4	5.568
4	5.192
4	5.182
4	4.839
4	4.795
4	4.537
4	4.521
4	4.272
4	4.264
4	4.063
4	4.054
4	3.946
4	3.822
4	3.83
4	3.656
4	3.629
4	3.595
4	3.454
4	3.455
4	3.378
4	3.293
4	3.299
4	3.059
4	3.02
4	3.031
4	3.032
4	3.022
4	3.016
4	3.016
4	3.021
4	3.021
4	3.026
4	3.023
4	3.015
4	3.014
4	3.021
4	3.023
4	3.026
4	3.022
4	3.02
4	3.03
4	3.019
4	3.016
4	3.024
4	3.015
4	3.014
4	3.022
4	3.034
4	3.021
4	3.013
4	3.025
4	3.048
4	3.027
4	3.022
4	3.017
4	3.021
4	3.016
4	3.021
4	3.018
4	3.024
4	3.025
4	3.017
4	3.025
4	3.023
4	3.024
4	3.019
4	3.02
4	3.015
4	3.02
4	3.021
4	3.023
4	3.021
4	3.019
4	3.034
4	3.02
4	3.023
4	3.019
4	3.024
4	3.022
4	3.029
4	3.048
4	3.021
4	3.02
4	3.023
4	3.02
4	3.029
4	3.025
4	3.027
4	3.026
4	3.017
4	3.021
4	3.016
4	3.028
4	3.023
4	3.024
4	3.019
4	3.018
4	3.056
4	3.018
4	3.021
4	3.025
4	3.02
4	3.017
4	3.025
4	3.022
4	3.023
4	3.015
4	3.02
4	3.024
4	3.023
4	3.023
4	3.024
4	3.029
4	3.023
4	3.021
4	3.022
4	3.074
4	3.024
4	3.017
4	3.019
4	3.013
4	3.016
4	3.021
4	3.01
4	3.028
4	3.021
4	3.02
4	3.024
4	3.023
4	3.018
4	3.026
4	3.029
4	3.019
4	3.097
4	3.033
4	3.023
4	3.014
4	3.019
4	3.026
4	3.047
4	3.025
4	3.022
4	3.014
4	4.642
4	4.532
4	4.397
4	4.237
4	4.118
4	3.922
4	3.827
4	3.702
4	3.634
4	3.549
4	3.446
4	3.4
4	3.294
4	3.284
4	3.14
4	3.159
4	3.017
4	3.029
4	3.016
4	3.009
4	3.011
4	3.021
4	3.101
4	3.013
4	3.01
4	3.016
4	3.02
4	3.045
4	3.03
4	3.009
4	3.168
4	3.014
4	3.015
4	3.016
4	3.02
4	3.022
4	3.02
4	3.022
4	3.02
4	3.015
4	3.042
4	3.01
4	3.021
4	3.019
4	3.032
4	3.01
4	3.015
4	3.008
4	3.019
4	3.015
