3	5.117
3	4.836
3	4.716
3	4.696
3	4.502
3	4.26
3	4.243
3	4.076
3	4.221
3	3.874
3	3.813
3	3.781
3	3.637
3	3.787
3	3.542
3	3.45
3	3.464
3	3.331
3	3.29
3	3.43
3	3.153
3	3.166
3	3.137
3	3.051
3	3.027
3	3.021
3	3.011
3	3.034
3	3.016
3	3.158
3	3.023
3	3.016
3	3.038
3	3.028
3	3.018
3	3.145
3	3.018
3	3.026
3	3.019
3	3.019
3	3.015
3	3.033
3	3.033
3	3.017
3	3.018
3	3.152
3	3.019
3	3.029
3	3.022
3	3.012
3	3.014
3	3.395
3	3.045
3	3.043
3	3.012
3	3.019
3	3.071
3	3.014
3	3.093
3	3.021
3	3.031
3	3.012
3	3.022
3	3.031
3	3.041
3	3.072
3	3.022
3	3.015
3	3.028
3	3.027
3	3.02
3	3.438
3	3.036
3	3.028
3	3.019
3	3.011
3	3.017
3	3.032
3	3.035
3	3.293
3	3.077
3	3.036
3	3.031
3	3.026
3	3.02
3	3.02
3	3.408
3	3.021
3	3.013
3	3.015
3	3.051
3	3.01
3	3.425
3	3.022
3	3.024
3	3.407
3	3.027
3	3.026
3	3.017
3	3.021
3	3.014
3	3.389
3	3.043
3	3.032
3	3.015
3	3.016
3	3.015
3	3.391
3	3.1
3	3.019
3	3.023
3	3.028
3	3.03
3	3.385
3	3.066
3	3.01
3	3.035
3	3.014
3	3.014
3	3.399
3	3.081
3	3.024
3	3.02
3	3.043
3	3.025
3	3.03
3	3.109
3	3.102
3	3.023
3	3.023
3	3.016
3	3.014
3	3.328
3	3.078
3	3.022
3	3.021
3	3.023
3	3.016
3	3.41
3	3.025
3	3.043
3	3.048
3	3.017
3	3.021
3	3.076
3	3.093
3	3.018
3	3.016
3	3.01
3	3.022
3	3.407
3	3.014
3	3.021
3	3.015
3	3.013
3	3.09
3	3.078
3	3.038
3	3.022
3	3.012
3	3.013
3	3.444
3	3.027
3	3.02
3	3.019
3	3.03
3	3.384
3	3.041
3	3.031
3	3.032
3	3.019
3	3.462
3	3.014
3	3.03
3	3.014
3	3.016
3	3.399
3	3.03
3	3.011
3	3.011
3	3.014
3	3.021
3	3.084
3	3.02
3	3.016
3	3.038
3	3.016
3	3.339
3	3.013
3	3.02
3	3.025
3	3.025
3	3.909
3	3.288
3	3.025
3	3.025
3	3.034
3	3.391
3	3.026
3	3.019
3	3.471
3	3.012
3	3.023
3	3.019
3	3.032
3	3.43
3	3.029
3	3.022
3	3.033
3	3.015
3	3.436
3	3.019
3	3.012
3	3.024
3	3.017
3	3.441
3	3.022
3	3.014
3	3.026
3	3.046
3	3.02
3	3.333
3	3.02
3	3.035
3	3.014
3	3.011
3	3.23
3	3.015
3	3.014
3	3.02
3	3.022
3	3.092
3	3.019
3	3.02
3	3.041
3	3.012
3	3.086
3	3.027
3	3.025
3	3.017
3	3.31
3	3.043
3	3.019
3	3.042
3	3.023
3	3.08
3	3.012
3	3.033
3	3.014
3	3.156
3	3.074
3	3.027
3	3.017
3	3.015
3	3.394
3	3.027
3	3.013
3	3.033
3	3.028
3	3.449
3	3.026
3	3.027
3	3.444
3	3.035
3	3.03
3	3.015
3	3.016
3	3.071
3	3.025
3	3.015
3	3.016
3	3.392
3	3.016
3	3.011
3	3.024
3	3.01
3	3.038
3	3.019
3	3.013
3	3.013
3	3.289
3	3.022
3	3.026
3	3.034
3	3.394
3	3.037
3	3.022
3	3.07
3	3.01
3	3.031
3	3.016
3	3.426
3	3.015
3	3.018
3	3.021
3	3.376
3	3.019
3	3.026
3	3.021
3	3.045
3	3.012
3	3.029
